,True Captions,RNN With Dropout Layers,RNN Without Dropout,LogisticDecoder
3710050559_f6f12760fe.jpg,"['a baby boy cries while sitting in the grass at the park', 'a boy cries in the grass', 'a little boy crying on the grass', 'a little boy in shorts and sandals is sitting in the grass', 'a little boy wearing a hat and sandals sits on the grass']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,the man of is shirt is helmet his little is in the his a in
3710176138_fbfe00bd35.jpg,"['a boy is making a huge splash in a paddling pool', 'a little boy is going down a blue and red slip and slide', 'a little boy landing with a splash on a very wet slip slide', 'a young boy sliding down a water slide toy', 'little boy getting soaked playing an outdoor water game']",a family wears black shorts is on his ramp with a seal open,a toddler jumps into a pool,an girl kid is red a splashes on splashing shirt and
3713133789_f05e8daffd.jpg,"['a brown and white dog jumping over blue and white poles', 'a brown and white dog jumps over a dog hurdle', 'a brown and white dog jumps over a purple and white hurdle in a field', 'a dog runs through an obstacle course', 'brown and white dog jumps over purple and white bar']",a terrier leaps over a blue ball by a smaller and gray puppy,a wet black dog is running in sand,dog brown leaps is dog jumps an in picture obstacle course
371522748_dc557bcd6c.jpg,"['a blonde boy is holding a blue umbrella', 'a little boy smiles as he holds a blue umbrella above him', 'a wet boy stands under an umbrella', 'the kid is under the blue umbrella', 'the little boy in the blue t-shirt is smiling under the blue umbrella even though it is not raining']",a male jumps over a rock,a blond child with a blue shirt carries a fish,the girl in is a on dress in who shirt green on woman of tent
3717531382_e1e05e22c5.jpg,"['a man is wading in a river and casting out a rope', 'a man standing in a lake fishing', 'a man wearing a red jacket and knee high boots is fly fishing', 'a young man in little shorts fishes in a stream', 'there is a man fly fishing in a river with trees behind him']",a pair riding over a grassy field mound of fire,a closeup of a man in a beige t-shirt and a toddler who is running in the sand,a group of people shorts the river out splash by a a watches a water
3717845800_ab45e255b8.jpg,"['four rugby players on the ground with two standing behind them', 'members of two soccer teams struggle on the field to get the ball', 'soccer players on the ground fighting for the ball', 'the rugby players in red are wrestling the player in yellow to the ground', 'three members of the red team are in the grass with a member of the yellow team']",a cricket team during a soccer game with into the with spaghetti,a cowboy doing a skateboard trick,boy rugby of in a ready in being from ball with jersey his player
3722507770_0d6cb7420e.jpg,"['a boy and his bike leaps into the air', 'a boy does tricks on a bicycle while in a park', 'a boy doing a trick on a bike', 'a boy is doing tricks on his bike as he flies in the air', 'this young biker has his arms out as he tries this trick']",a drag vehicle riding,a cyclist runs by a rock,person in riding bike a trick into his pants
3723690961_729dd5d617.jpg,"['a man in a pink shirt and white vest plays a guitar', 'a man in a pink shirt playing guitar', 'a man in a white suit and a pink shirt plays guitar', 'a man wearing pants plays a guitar while onstage', 'the man in the white and pink outfit is holding a guitar']",a middle aged man in a white leather jacket stands in dark dresses,a lady sitting at a picture,the boxer with is trying as jump
3724623861_2bb6c23641.jpg,"['a girl in a colorful dress and sunglasses is playing a violin on the street', 'a red haired woman playing the violin', 'a woman in a dress plays violin outside', 'a woman plays a violin outdoors', 'a woman wearing a plaid dress plays an instrument while standing near a tree']",a brunette girl stands on a beach next to a man performing of them,a scuba diver feeding a rocky hill while her friend is treading along a ramp,the older girl is playing wearing beach in climbing
3726629271_7639634703.jpg,"['four dogs are playing and jumping in the air outside', 'four dogs jumping in the air in a field', 'four dogs look at an object in the sky one jumping to reach it', 'four dogs watch an unseen object two of them leaping in the air', 'two dogs on hind legs and two seated dogs are looking at something in the air']",a tiger striped dog is running in the street and a third child is playing in the path,a pack of dogs with white and green flowers running,two woman holding is a dog to dogs standing area brown watches with of beach
3726700898_c50494b8bd.jpg,"['a man balances a knife on his arm as another man watches', 'a man has a knife on his arm and another man is watching', 'a man is tossing a knife in the air while another man stands nearby', 'a young man shows off a knife trick to another', 'the man in the bright colored shirt is balancing a knife on his arm']",a homeless man wearing a black white gloves stands outside a sporting station,a kid climbing the street,an man lady is and is beach looking water holding holds arm
3730011219_588cdc7972.jpg,"['a man and a young child walk along the beach shore', 'a man and toddler are walking along the beach in front of the ocean', 'a man at the beach holding a pail standing next to a child', 'a man with a bucket and a girl in a hat on the beach', 'the man is wearing a black shirt holding a pail and walking with a child next to the water']",a shirtless boy standing in a blue swimsuit playing with a foal into the water,a blonde haired girl in a white hooded dress that is punching his shirt in a park,a girl in shoes carries barefoot in his beach two of
3756150099_50882fc029.jpg,"['a boy peeks his head through a painted picture', 'a child poses within a mock pumpkin head', 'a child stand behind a cutout picture', 'little boy with face inside a painted pumpkin', 'the child has his head in the frame of the painting']",a male jumps over a rock,a blond child with a blue shirt skiing down a water net,the child in a sitting dog handstand his
377872472_35805fc143.jpg,"['one dog is standing whilst two other dogs are running in the snow', 'three dogs are playing around in the snow', 'three dogs chasing each other in the snow', 'three dogs play in snow', 'two dogs play together in the snow']",a tan dog holding a three man paddling over sand,a medium sized brown and white white curly grey dog in midair as black dog is standing in the snow,dog dog brown is ball the black in deep the
381514859_b40418d9c3.jpg,"['two small white dogs are in a yard chasing a red ball', 'two small white dogs chasing after a red ball', 'two small white dogs chasing a red ball', 'two west highland terriers chase a red ball', 'two white dogs chase after a red ball in a yard in front of a white fence']",a redheaded boy jumping in a blue muzzle with her ball nearby,a blonde haired girl in a white hooded dress that is punching his shirt in a park,two practicing in is black on the holding
384465575_31294122c0.jpg,"['a man and a woman are biking on a sunny day', 'man and woman cyclists ride pass signs on rural road', 'two bicyclists ride down a hill', 'two friends bike down a hill', 'two people are riding their bicycles on a dirt road']",a jockey has bubbles in a blue lift,a bicyclist rides down a mountain,mountain group riding a a jump stunt hat standing dirt trail on the bicycle of
385835044_4aa11f6990.jpg,"['a girl wearing a brown jacket and blue jeans has on some white headphones and is walking', 'a girl wearing earphones walks past a traffic cone', 'a woman in black and red listens to an ipod walks down the street', 'a woman wearing headphones is walking past a road cone', 'a woman wearing headphones walks down the street']",a gentleman holding up a blue shirt who is looking on sand outside,a bride drinking her top of a plate while he on horseback,a girl with teenagers at hair of a building of of camera top black street
387078972_514a38dc33.jpg,"['a dog walking along the side of a house in the snow', 'a white dog is walking by a building in the snow', 'a white dog next to a basement window', 'a white dog walking on some rocks along a house in the snow', 'a white dog walks in the snow']",a german shepherd runs in a field of long grass,a german shepherd running in a snow setting,the dog runs is dog the a by little on the
387974450_bcd205daac.jpg,"['a black dog runs along a field where black birds are beginning to fly', 'a dark colored dog running in a field with multilple birds in the background', 'a dog runs at birds taking flight', 'a grey dog chases a bunch of crows a river in the background', 'the dog chases the birds in the field']",a shaggy dog jumping on a blue training steps,a beige dog standing in a blue container with his dog approaches splashing sand,girl greyhound are is a on large in
390987167_2d5905b459.jpg,"['a hiker moves up a snowy mountain', 'a woman in a tank and sunglasses climbs a sunny but snow-covered slope', 'a woman wearing a black hat and white sunglasses walks up a snowy and steep path', 'a woman wearing short sleeves and sunglasses is backpacking up a snowy mountain cliff', 'woman climbing a snow covered mountain looking at people behind her']",a hiker jumps into a large water dune in an in tangled square,a hiker does a jump on a snowboard in the snow near some snow,the in in a beach gear looking wearing splashing
391324644_d23fdf06cb.jpg,"['a guy on inline skates with a white hat is on a yellow rail', 'a male skater is riding a yellow rail', 'a man rollerblades across a yellow pole at night', 'an inline skater boy balances on a yellow rail', 'a skater does a trick on a yellow handrail']",a shoe bent on a street,a blonde haired girl in a white hooded dress that is punching his shirt in a park,girl boxers painting is trying on he does standing on front move with flames
391579205_c8373b5411.jpg,"[""a dog jumping up to touch a woman's hand"", 'a dog jumps to an elderly woman', 'an airborne dog on a leash with a woman', ""the small dog is leaping in the air toward the woman's hand"", 'the woman in the blue sweater encourages the dog to jump in the air']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,a yellow sliding is a of a lot of a pants
393958545_48c17c66d1.jpg,"['a black lab is running in a race', 'a shiny black dog runs on the grass during a bright and sunny day', 'the big black running dog is wearing a strap around its chest', 'the black dog is running through the clearing', 'the large black dog is running through a grassy area']",a golden retriever jumps on a red chest with his mouth wide open,a large black dog is running in grass,the black dog is and dog looking is splashing
394161692_2576920777.jpg,"['a couple shopping for plants and flowers', 'man in brown jacket with his arm around person in black jacket at flower shop', 'people are waiting outside a lawn and garden seller', 'the man has his arm around the woman in a flower market', 'the man has his arm on the woman as they shop in an outdoor market']",a few boys standing in a large village,a bride performs and six people in front of the boy holding lots of people,an man of teenagers at of girl a market of of while of a a
399212516_d68046b277.jpg,"['a military man says hello to a group of children waving american flags', 'a veteran in a brown uniform at a parade with children and american flags', 'military official greets children who are waving american flags', 'the man in the military uniform greets children waving american flags', 'young children waving american flags for a soldier']",a class full of people in a parade,a bride hits a ball in a professional dalmatian,an kicking of is a race are carrying standing blue flags while the black on
399246804_b4b5dc70e1.jpg,"['a black dachshund sniffs another dog wearing a striped shirt', 'a dog wearing a striped sweater touches noses with another dog', 'a white dog wearing a zepra print shirt is nose to nose with a black dog wearing a pink collar', 'a white dog with a sweater on and a black and brown dog touching noses', 'two dogs meeting nose to nose']",a beige dog jumping on a brown carpet,a spotted dog swimming in a brown alley,the dog with white dog dog with on little a black wearing carpet mouth
400562847_e15aba0aac.jpg,"['a brown dog carries something in his mouth while walking through snow', 'a dark-colored dog walking across snow with something in its mouth', 'a dog carries an object in the snow', 'a dog walks through the snow while blindfolded carrying something in his mouth', 'the brown dog has an object in his mouth']",a large brown dog is running in snow,a beige dog jumping on a red plain outside,woman dogs dog is in of the water standing with setting in its beach other
401476986_73918145a3.jpg,"['a big dog is running in the grassy field with woods behind him', 'a dog runs across the land', 'a german shepherd jumping in midair', 'a german shepherd leaps in midair', 'black and brown dog runs through field']",a light brown dog is running in grass,a big brown dog is running in front of an a barn,dog dogs dog brown a walks to the
405537503_f66ecc5073.jpg,"['a blond climber with a white shirt is scaling a stone cliff', 'a lone man climbing the side of a large rock wall', 'a person climbing a rock face', 'a rock climber', 'a young man is climbing up a rock face with one rope dangling down']",a lone snowboarder rides a skateboard,a male climber rides a bike,a group of a climbing hillside
408748500_e8dc8c0c4f.jpg,"['a boy wears a red coat', 'a child in a red coat stands near a funny decoration', 'a child wearing a coat looks back at someone', 'the boy is dressed in a red coat and stands next to a statue', 'the girl in the red jacket is next to a picture of a funny face']",a new checks its head on a rainy station while a younger person is standing the girl and woman in background,a toddler runs down a street,person group with a in brown one in talks
413737417_b0a8b445e9.jpg,"['a group camps in a desolate area', 'a group of people are camping out on some rocks', 'a small group of people stands in a rocky field surrounded by camping equipment and patches of snow', 'people with camping equipment on rocky ground', 'three cold men set down their supplies in a ditch']",a lone snowboarder rides a mountain in air,a bmx rider does a skateboard jump as another rider in orange protective clothing,four group in a
415793623_6c1225ae27.jpg,"['a man in blue rock climbing', 'a man wearing glasses is rock climbing', 'a middle aged woman climbs a mountain', 'an adult wearing a harness climbs in a rocky area', 'person in blue shirt scales wall']",a hiker jumps into a large water dune in an in darkness,a teenage boy rides a bike in front of some snow covered mountains,an man scales shirt climbing a slope and pants rock over a in right no
416788726_5b4eb1466e.jpg,"['a family of five is watching a performer standing on a stepstool', 'a group of people watch a man standing on a stool dressed in a thong', 'a half-naked performer is performing for a small crowd outside', 'a man in a small bathing suit standing on a stool at a tourist location', 'a mostly nude man standing on a stool while a family of look at him questioningly']",a single american american and is wearing sunglasses and shorts,a construction worker wears a red and yellow sports outfit,woman people standing teenagers at is beach in white a front a
417577408_eb571658c1.jpg,"['a dog is running and jumping through the woods', 'a dog races through the woods', 'a dog running in the woods', 'a dog running quickly through the woods', 'a dog runs through the woods']",a fluffy brown dog is running in grass,a shaggy white dog is running in fountain by the water holding playing in the water,the dog of is dog jumps in in the is woods in the background
418796494_bdb441de42.jpg,"['a dachshund puppy jumps on a bed', 'a puppy jumps on a bed with purple sheets', 'a puppy on a bed with blue sheets and pillow', 'a small black and brown puppy is looking up', 'the dog is on the bed']",a shaggy dog jumping on a blue but surface and a gazebo with a brown dog,a shaggy white dog is running in fountain by the water near cement ocean,the in in staring
426065353_e9a604a01f.jpg,"['a couple guys taking body shots off of a girl', 'a guy is talking to his friend taking a picture of a girl taking shots', 'a woman lies on a bar surrounded by people', 'three men in dress shirts in a bar with a woman lying on the bar and a female bartender in the background', 'three young men are taking a picture of two girls at a bar with a camera-phone']",a elderly woman with a brown black beard with a man looks like a black and white stars,a family sits and holding a white shirted woman's newspaper,a boxers man drinking trying are he does holding on green move with baby
426805536_d1d5e68c17.jpg,"['a bearded man reads while sitting on a wall in a park', 'a man reads his paper on the bench', 'a man wearing a red shirt sits on a cement bench and reads the paper', 'an old man sits outside reading a newspaper', 'an old man with a white beard is reading']",a hiker looking at a tennis ball outdoors,a teenage boy rock climbing,an man sits on the jumps fountain in to fence holds bench
427936315_0b8f7b8d23.jpg,"['a brown dog is chasing a red frisbee across a grassy field', 'a dog leaps in the air to catch a red frisbee', 'a dog runs for a red frisbee', 'a dog surrounded by trees runs to catch a frisbee', 'the large brown dog is running through the grass to catch a red frisbee']",a closeup of a dog is wearing an orange vest,a beige dog jumping on a red tube,the large of brown
434792818_56375e203f.jpg,"['a couple looking at a red sculpture', 'a man and a woman looking at a red sculpture', 'a man and woman look back at the camera while standing in front of a red art structure', 'a man and woman stand in front of a large red modern statue', 'a man and woman stand near a large red sculpture outdoors']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,girl large girl at a flags in eating grassy flags front in
436608339_f1d1298770.jpg,"['a couple posing in front of a picture wall', 'an adult couple pose by a cardboard cut out for a movie', 'an asian couple are standing by a fantasy poster', 'an asian couple stands near a wax figure', 'one person in a brown suit with his arm around another in a hat by a wall']",a middle aged man in a white leather jacket stands in dark dresses,a family sits at a table in front of an people step,an man of teenagers at the a in steps sitting while a hand
437054333_5c2761b8cd.jpg,"['a bus filled with passengers in chicago at night', 'a bus full of people waiting at a stop', 'people are sitting on a bus', 'people in a bus which is heading to peterson', 'there are people sitting on a bus that is labeled peterson']",a middle aged man in a white leather jacket stands in dark dresses,a bride skates near a large large water's cart,an dog sits green at near dog at other at at another off
439049388_3dcee2d30b.jpg,"['people possibly fishermen with their boats in shadow on shore at an orangesunset', 'a man in an orange vest is standing next to a yellow canoe', 'people tend canoes at the edge of a body of water during a dimly lit time of day', 'the men are getting their kayaks secured on the beach for the night', 'two men standing on the shore beside their kayaks at dusk']",a bicyclist rides through a snowy field with tall buildings,a closeup of a man in a beige t-shirt and a toddler who is running in the sand,a people are a the during pole in ocean beach a a of are ocean
439916996_1ddb9dc8e7.jpg,"['brown dogs and a woman in a yard', 'a brown dog persues a frisbee across the grass as the thrower watches', 'a woman in a blue jacket watches as her two brown dogs play with a red ball in a grassy yard', 'a woman throws a frisbee for her two brown dogs to chase', 'a woman watches a brown dog run away from a house across the grass']",a doberman trying to jump on a cow,a shaggy white dog is running in wet sand with a multicolored flag,a golden brown at a grass her in standing a the
444057017_f1e0fcaef7.jpg,"['a little girl gets her picture taken while on the merry-go-round', 'a little girl in pink clothes holding yellow rods', 'a little girl on a piece of playground equipment', 'a little girl sitting on a playground ride', 'a young girl looks up as she rides on a merry-go-round']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,the child girls a pink blue with a bridge blue the a on flames
446291803_2fd4641b99.jpg,"['these woman are watching people play tennis from a bench', 'two individuals watch a tennis match', 'two people sit on a park bench while watching a neighborhood tennis match', 'two people with red scarves on their heads are watching tennis', 'two women sitting on a bench in front of a tennis court near a building complex']",a photographer floats over a road,a bride bounds off a building,woman man is on orange dog at two steps a while a street black
446514680_ff5ca15ece.jpg,"['two brown dogs are fighting and they are both wearing red', 'two brown dogs rough house outside', 'two brown dogs wearing red collars look at each other while running along a dirt field', 'two dogs play together', 'two large brown short haired dogs with collars play chase in a field']",a light brown dog is running in snow,a puppy plays with a blue and yellow soccer ball,the group of rests
457945610_1a23b9ced0.jpg,"['a girl in striped swimsuit is jumping into the ocean', 'a little girl in a striped bathing suit jumps in a large body of water', 'a little girl in a striped bathing suit jumps in the ocean', 'a young girl in a striped bathing suit jumping in the ocean', 'girl jumping over wave']",a toddler wearing water,a muddy person with a black is rowing through woodland,a girl girl is the the beach out the beach skates on hand a beach
459284240_5a4167bf92.jpg,"['a toddler starting at a clown walking down a snowy sidewalk', 'several people including a child and a clown are walking towards a snowy sidewalk', 'three adults and a toddler stand on a snowy path', 'three adults and one child are walking along a paved path that is snow covered', 'two adults a child and a clown walking down a sidewalk']",a happy teenage girl in a white hooded t-shirt stands in background standing on a park bench,a bride skateboards down a street,woman group of in at through walk his pants white high while hand flames
459778335_857d8ffebf.jpg,"['a father with his two kids at the ocean with the young boy flying up in the air', 'a little boy jumps from his fathers arms on the beach', 'a man tosses a boy into the air at the beach', 'an adult man is throwing a child into the air at a beach while another child watches', 'a young boy is thrown by a man as a girl watches at the beach']",a toddler wearing black and white is throwing his sled,a blonde haired girl in a white hooded dress that is punching his shirt in a park,a group of shoes beach in beach on beach beach in a shore are beach
460350019_af60511a3b.jpg,"['a black dog and a woman in a red shirt playing tug of war', 'a dog is pulling on one end of a rope and a girl is pulling on the other', 'a woman plays tug-of-war with her black dog in a brown landscape surrounded by trees', 'a woman plays with her rottweiler dog outside', 'a woman and a dog playing outside']",a rollerblader catches a red ball,a german shephard stands in a blue robes with onlookers,the large in is dog shirt stick in black a stick of dog with a
466956209_2ffcea3941.jpg,"['a distant person is climbing up a very sheer mountain', 'a panoramic distance view of a rock climber going up a steep mountain wall', 'person rock climbing', 'there is a person scaling a very steep rock wall', 'this person is climbing the side of a mountain']",a hiker sitting on a dirt bike overlooking the woods,a teenage boy stands in a blue sea with their mouth spread out,the man in
472860064_a96a228796.jpg,"['a black dog in front of a tree jumping towards a red frisbee', 'a dog jumps through the grass', 'a grey dog jumps in the air to catch a frisbee in a grassy park', 'a shaggy dog jumps outside in the grass', 'the black dog is jumping up in the air']",a fluffy brown dog is running in grass,a fluffy black dog is running in sand,the black dog on and grass a the splash of stick a of grass
475317104_1cdc1653b4.jpg,"['a girl standing in an enclosed place', 'a girl stands alone while a man raises his arms in the background', 'a teenage girl stands in a large industrial garage with two boys sitting in the background', 'a woman wearing a black shirt and blue jeans standing on a sidewalk', 'young lady standing alone waiting']",a male jumps over a rock,a bunch of children in the grass skate float on a cobblestone street,the school with teenagers at to a on during
475778645_65b7343c47.jpg,"['a boy in a harness climbs a rock wall', 'a small boy hangs from a safety harness next to a climbing wall', 'a young boy on a harness climbs up a boulder', 'the boy is climbing a white rock wall', 'the small child climbs a white rock wall']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,the girl girl is and is overlooking his black a bicycle a the cliff
481054596_cad8c02103.jpg,"['a couple hugging with other people standing around in front of some buildings', 'a man and a woman hug on a street', 'the man in the red shirt is taking a photo of the couple that is hugging on the sidewalk', 'the man in the red shirt is taking a picture of the two people hugging', 'two people share a hug']",a fruit dressed woman in a white leather dress sits in their autumn with a girl in the background,a bunch of men in white around ticket in an street festival,woman group of people a race street in city crosswalk archway
482098572_e83153b300.jpg,"['a man in a yellow boat paddling against waves', 'a person in a yellow kayak is paddling through a river with snowy banks', 'the kayaker is going through rapids', 'the man is in a yellow kayak in rough waters', 'this person in a yellow kayak is riding the rapids']",a climber with red hair is on his board into a rowboat at a green ball,a fisherman does a jump on a waterskiing board in a rowboat,the person in is in canoe a river board the water rocks green water
483136916_16976f4902.jpg,"['a beagle looking over his shoulder as he stand on a sandy slope', 'a beagle stands in the sand and grass', 'a dog stands in a field', 'brown black and white dog standing on a sandy slope', 'dog standing in grassy sand dune']",a tan dog jumping on a blue dog's nose,a light brown dog is running in some dirt yard,a lean with rests through
494329594_6e751372a0.jpg,"['a black woman in a pink bikini is sitting on a towel on a lounge chair', 'a girl with hot pink toe nails and bathing suit is laying on a hot pink towel', 'a woman in a pink bikini is laying on a deck lounge chair that is covered with a pink towel', 'there is a very oiled darker woman on a pink towel lounging on a lawn chair next to her flip flops and suntan lotion', 'woman in pink is suntanning']",a runner riding through a grassy field near the sun,a blonde haired girl in a white hooded dress that is punching his shirt in a park,an and of a a jumps outside a tank back over look with is sitting
495033548_bd320405d8.jpg,"['men participate in a soccer game', 'two male soccer players in game action', 'two men fall as they battle for a soccer ball', 'two opposing footballers play on a field', 'two soccer players playing soccer on a field']",a goalie about to stick to a sharp turn,a toddler runs through a field,boy rugby of is a on with in white gym grey a ball
498794783_cc2ac62b47.jpg,"['a girl in a dress is blowing bubbles with another girl behind her', 'girls blow bubbles outdoors', 'there are two young girls in colorful dresses blowing bubbles', 'two girls in colourful dresses blowing bubbles at a park', 'two little girls wearing bright dresses are blowing bubbles with bubble wands']",a kid skating down a beach,a toddler runs through a green field of colorful balls,an girl girls is blond a into dresses
501320769_31eea7b7ea.jpg,"['a child in a white bathrobe is standing in a doorway', 'a man in a bathrobe with its arms tied together crosses a threshold', 'a young black child is wrapped in a white robe and standing in a bathroom doorway', 'a young black girl emerges from the bathroom wrapped in a bathrobe and towel', 'a young girl wearing a white bathrobe stands by a door']",a protest action dressed in green and gold paint carrying a toolbox holds a little boy in the background,a very kid climbs a rock,an child man in brown trick stands and another shirt hand surrounded with a window
504904434_889f426c6e.jpg,"['a boy holding a toy football runs along a paved path', 'a boy runs past a house carrying a very small plastic foam football', 'a boy runs with a very small football down a paved walkway', 'a person runs with a small football', 'a young boy running on a sidewalk holding a small football']",a male jumps over a rock,a toddler runs down a street,a girl of is standing down trampoline sleeved shirt a people a the some plants
508958120_afe274f726.jpg,"['a bald man is sitting on a rock next to a woman in a black jacket', 'one person is sitting on a large rock while another person is standing nearby', 'the couple pauses atop a rocky overlook', 'two people are sitting on a rock looking at the horizon', 'two people on a rock looking at each other']",a lone snowboarder rides a mountain in air,a teenage boy rides a bike in front of some snow covered mountains,a group in four hike jumps festive dresses the and trail an a cliff
509123893_07b8ea82a9.jpg,"['two cute little girls enjoying corn on the cob', 'two girls enjoy corn on the cob while sitting on a curb', 'two little girls sitting on the edge of a street eating corn on the cob', 'two young girls are sitting on the street eating corn', 'two young girls eating corn on the cob on a sidewalk without shoes']",a male jumps over a rock,a kid stands on a wall,three child blue is a outside in fence
510510783_b2cf5d57bb.jpg,"['a girl is by a tree hanging upside-down from a swing', 'a little girl is hanging upside down from a swing attached to a tree', 'a little girl with brown hair jeans and a white polka dot shirt hangs upside down on a swing in her backyard', 'a young child in a polka dot shirt hangs upside down on a tree swing', 'child hanging upside down from a tree swing']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,an girl girls is boy is large in little a a a the wooden
512550372_438849ce19.jpg,"['a man in an orange cap standing on top of a pointy rock', 'a man in brown pants white shirt and orange hat stands on a rock near a wooded area', 'a man is standing on the top of a rock', 'a man wearing an orange cap and brown cargo pants stands on a rock by some green trees', 'a man wearing an orange cap white shirt cargo pants and hiking boots stands on a rock']",a silhouette of a man in a sequined suit,a teenage girl jumps on a green scooter in the grass balloons but snowy wall in the background,the man in a harness of a in pants shorts a a in stone
513269597_c38308feaf.jpg,"['a black dog carries a bucket in its mouth', 'a black dog carrying a hanging flower pot', 'a dog next to pine tree biting on a bucket', 'a furry black dog in a backyard carrying a basket in its mouth', 'a furry dog is walking by green trees while carrying something in its mouth']",a dirty beige dog is running in the green grass,a light brown dog on a green cloudy day at a shore with a girls in his mouth,the black dog is brown is white a little a stick
514073775_56796be990.jpg,"['a group of children are playing with bubbles outdoors', 'children play outside of a building trying to catch large bubbles', 'group of kids outside a building reaching for a bubble', 'the kids in front of the building are playing with a bubble', 'with a yellow building in the background several children are looking in the air']",a wide haired girl in a white headband looks up,a skater attempting to jump in a marathon as something in it mouth her,an group of in a young large a red
514905846_b54d13946a.jpg,"['a boy in a shirt and tie jumps off a staircase', 'a child wearing a tie jumps off steps', 'a young boy in dress clothes and a tie is jumping in the air', 'boy in white dress shirt black slacks tie and sneakers jumping down from steps near yellow flowers', 'the young boy with nice pants a belt and a tie is jumping off the steps']",a male jumps over a rock,a family sits on a street,the girl of a a jumps and his red girl a his white a
516998046_1175674fcd.jpg,"['a black dog splashes through the water', 'a brown and tan dog is running through shallow water', 'a dog is running in the ocean beside the beach', 'a dog running through water', 'dog splashes running across water']",a small brown dog is running in beach with his front chest from,a tan dog walking in a water castle,the black dog on dog the animal in water beach stick water day
519061891_320061864e.jpg,"['a little boy is splashing around in the water in a kiddie pool', 'a small boy in a blue shirt splashes water in a baby pool outside', 'a small boy wearing a blue shirt plays in the kiddie pool', 'a young boy paying in a small pool with water', 'a young child splashes in a green and yellow wading pool']",a toddler wearing a black shirt is skateboarding on the grass outdoors,a blonde haired girl in a white hooded dress that is punching his shirt in a park,a child girls is end near short dresses
525968880_82623392d1.jpg,"['a big tan dog drinks water from an outdoor water spout', 'a closeup of a white dog drinking from a pipe', 'a white dog in a brown collar drinking from a spigot', 'a white puppy is drinking water from a tap attached to a white wall', 'the dog is drinking water from a fountain']",a sumo greyhound running in a field of woods,a pack of dogs with black on try to see a sled-dog centipede,the sandy dog is black is head on not on
526955751_f519d62b58.jpg,"['a boy is riding on an orange body-board in the ocean', ""a child is laying on a bodyboard in the ocean with a man's head in the background"", 'a child rides an orange boogie board in the waves while an adult looks on from the water', 'a lone bodyboarder with an older man in the background', 'people are swimming and floating in the ocean']",a family falls into a large water hose with dark two thumbs up,a ship doing a jump in a body of water,the swimmer man out red are over does ocean
527288854_f26127b770.jpg,"['a climber in a yellow hard-hat is seen mid-climb from above', 'a person wearing a yellow helmet attempts to climb a rock', 'a woman works hard to maintain a fingerhold as she climbs a rock face', 'man straining to climb cliff face', 'the gal in the yellow hardhat is rock climbing up the steep rock']",a male jumps over a rock,a bunch of large people on a foggy day,three female in pants climbing are playing has gun is green
532914728_c5d8d56b0b.jpg,"['a little boy in a striped shirt going down a light and dark blue slide', 'a little boy is sliding down a teal and blue slide', 'a small boy is riding a water slide', 'small boy holding is arm out to balance himself while he goes down the fairground slide', 'small boy in blue striped shirt coming down large slide']",a male jumps over a rock,a blond child with a blue shirt swinging on a red tricycle in a yellow tree,a girl of a blue near has with tank on a of sign another
534200447_b0f3ff02be.jpg,"['the woman in yellow is throwing the football to the woman in brown', 'two girls playing catch on a lawn', 'two girls throw a ball back and forth in their backyard', 'two girls throwing a football in their backyard', 'two women play catch in a yard']",a naked child runs on a green lawn,a blonde haired girl in a white hooded dress that is punching his shirt in a park,the dog of is a jumps a in wooden gym in catch his a
535529555_583d89b7f2.jpg,"['two brown and white dogs fighting over a frisbee', 'two dogs fighting over a frisbee', 'two dogs outside fighting over a red frisbee', 'two dogs play with a frisbee on the lawn', 'two dogs try to get the chewed-up red frisbee from the other']",a furry black dog is running in grass,a wet black dog is running in sand,the brown in is behind leash deep in
536828916_b763b82949.jpg,"['a curly redheaded girl with a large headband in her hair', 'a girl with a long curly red hair and green eyes', 'a red-haired woman looks off-camera', 'a red haired woman looks past the cameraman', 'the redheaded woman is staring off into the distance']",a closeup of the man in a plaid top sits in each hand,a family sits on a rock,an naked standing brown his young hair past standing everywhere
537532165_e4b7c0e61a.jpg,"['a child playing on the monkey bars at a playground with an adult present', 'a girl hangs on the bars', 'a kid hangs upside down on the monkey bars at a playground', 'a young children hanging upside at the playground', 'girl hanging upside down on blue monkey bars']",a toddler wearing a black shirt is throwing the toy,a toddler runs down a street,a children hanging on pink over pole bar to bars ground
539667015_fd0a3bea07.jpg,"['a girl doing the splits in midair', 'a girl is doing the splits in the air in front of some trees', 'a woman grabbing her feet while jumping in front of trees', 'a young girl doing a trick in midair in front of a tree', 'jumping girl grabs her feet plants in background']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,an in kid is shirt yellow trampoline his the a a cloudy with
